// Grasscutter 3.6.0 GM Handbook
// Created 2023/04/12 16:09:54


// Commands
       account : 建立或刪除帳號。
   achievement : 🇺🇸Grant, Revoke or Progress achievements.
      announce : 發送公告給所有在線玩家，或者是更改伺服器的公告。
         clear : 從你的背包中刪除所有未裝備且未上鎖的物品，包括稀有物品。
          coop : 強制傳送指定用戶到他人的世界。如果未指定玩家，則會將你設為多人遊戲狀態。
         daily : This value does not exist. Please report this to the Discord: commands.daily.description
          enka : 🇺🇸Copy your character data from official server to private server using Enka.Network service (data taken only from Showcase)
 enter_dungeon : 進入指定祕境。
        entity : This value does not exist. Please report this to the Discord: commands.entity.description
         equip : 🇺🇸You can replace current character weapon with a weapon that cannot be used by current character due to different types of weapons.
          give : 給予指定物品。
          heal : 治療當前隊伍的角色。
          help : 發送幫助信息或顯示特定命令的信息
       killall : 殺死所有怪物。
      language : 顯示或切換當前語言。
          list : 查看所有在線玩家
         melon : This value does not exist. Please report this to the Discord: commands.melon.description
    permission : 指派或移除指定玩家的權限。
      position : 獲取所在坐標和旋轉信息
         quest : 添加或完成任務
        reload : 重新加載設定檔和數據。
        remote : 🇺🇸Use this to access commands from web
    resetConst : 重置當前角色的命之座，重新登入後將會生效。
resetShopLimit : 重置所選玩家的商店刷新時間。
      sendMail : 向指定用戶發送郵件。此指令的用法可根據附加的參數而改變。
   sendMessage : 向指定玩家發送訊息。
     sendNotif : This value does not exist. Please report this to the Discord: commands.sendNotif.description
      setConst : 設定當前角色的命之座。
setFetterLevel : 設定當前角色的好感度等級。
       setProp : 設定帳號屬性。 比如可以通過此命令啟用無敵，也可以解鎖深淵或更改紀行等級。
                    可更改的屬性列表： godmode(無敵)|nostamina(無限體力)|unlimitedenergy(無限元素能量)|abyss(深淵螺旋)|worldlevel(世界等級)|bplevel(紀行等級)
                    (cont.) `有關其他可能的數值，請參閱 PlayerProperty 列舉。 (範例 PROP_MAX_SPRING_VOLUME -> max_spring_volume)`
      setStats : 設定當前角色的數據類型。
                    可使用的數據類型：hp (生命值)| maxhp (最大生命值) | def(防禦力) | atk (攻擊力)| em (元素精通) | er (元素充能效率) | crate(暴擊率) | cdmg (暴擊傷害)| cdr (冷卻縮減) | heal(治療加成)| heali (受治療加成)| shield (護盾強效)| defi (無視防禦)
                    (cont.) 元素增傷類：epyro (火傷) | ecryo (冰傷)  | ehydro (水傷)  | egeo (岩傷)  | edendro (草傷) | eelectro (雷傷) | ephys (物傷)(cont.) 元素減傷類：respyro (火抗)  | rescryo (冰抗)  | reshydro (水抗)  | resgeo (岩抗) | resdendro (草抗) | reselectro (雷抗)  | resphys (物抗)
         spawn : 在你附近生成一個實體動物。
          stop : 以正常的方式關閉伺服器。
        talent : 設定當前角色的天賦等級
          team : 手動修改您的隊伍配置。
      teleport : 將玩家的位置傳送到你所指定的座標。
   teleportAll : 將你世界裡的所有玩家傳送到你目前的所在位置。
       weather : 更改天氣ID和氣候型別。天氣ID可以在 ./Resources/ExcelBinOutput/WeatherExcelConfigData.json 中找到。
7104101 : 踏破礦賊結新緣 - 前往第二處被佔據的營地
7104102 : 踏破礦賊結新緣 - 清理礦工營地中的盜寶團
7104103 : 踏破礦賊結新緣 - 前往被盜寶團佔據的營地
7104104 : 踏破礦賊結新緣 - 清理礦工營地內的盜寶團
7104107 : 踏破礦賊結新緣 - 與克里托夫對話
7104108 : 踏破礦賊結新緣 - 解救被盜寶團關在籠中的人
7104109 : 踏破礦賊結新緣 - 調查礦道深處的大炮
7104110 : 踏破礦賊結新緣 - 前往存放炮彈的庫房
7104111 : 踏破礦賊結新緣 - 與志瓊交談
7104201 : 九霄之石懸殘片 - 向瑾武講述發生的事
7104202 : 九霄之石懸殘片 - 尋找兩把火藥庫房的鑰匙
7104203 : 九霄之石懸殘片 - 尋找兩把火藥庫房的鑰匙
7104204 : 九霄之石懸殘片 - 前往打開火藥庫房的大門
7104205 : 九霄之石懸殘片 - 找到炮彈
7104206 : 九霄之石懸殘片 - 將炮彈帶回勘探隊營地
7104207 : 九霄之石懸殘片 - 調配三個「特殊的磐石精油」
7104208 : 九霄之石懸殘片 - 將「特殊的磐石精油」交給克里托夫
7104209 : 九霄之石懸殘片 - 完成炮彈的組裝
7104210 : 九霄之石懸殘片 - 解除炮栓的保險機
7104211 : 九霄之石懸殘片 - 操縱大炮擊碎封山岩石
7104212 : 九霄之石懸殘片 - 與志瓊交談
7104213 : 九霄之石懸殘片 - 繼續深入
7104215 : 九霄之石懸殘片 - 與志瓊交談
7104216 : 九霄之石懸殘片 - [CHS] - 激活机关$HIDDEN
7104217 : 九霄之石懸殘片 - 啟動機關
7104218 : 九霄之石懸殘片 - 啟動機關
7104219 : 九霄之石懸殘片 - 啟動機關
7104220 : 九霄之石懸殘片 - 充能鏡頭
7104221 : 九霄之石懸殘片 - 擊倒出現的怪物
7104222 : 九霄之石懸殘片 - 與志瓊交談
7104223 : 九霄之石懸殘片 - 再次調查「奇怪的機關」
7104224 : 九霄之石懸殘片 - 再次調查「奇怪的機關」
7104225 : 九霄之石懸殘片 - 再次調查「奇怪的機關」
7104226 : 九霄之石懸殘片 - 再次調查「奇怪的機關」
7104227 : 九霄之石懸殘片 - 播放鏡頭
7104228 : 九霄之石懸殘片 - 與志瓊交談
7104229 : 九霄之石懸殘片 - [CHS] - 寻找两把火药库房的钥匙$HIDDEN
7104230 : 九霄之石懸殘片 - 閱讀「信號指南」
7104231 : 九霄之石懸殘片 - 與志瓊一同裝填炮彈
7104232 : 九霄之石懸殘片 - 與志瓊交談
7104233 : 九霄之石懸殘片 - 隱藏 天氣控制
7104234 : 九霄之石懸殘片 - [CHS] - 隐藏回滚隔离$HIDDEN
7104235 : 九霄之石懸殘片 - [CHS] - 回滚隔离$HIDDEN
7104236 : 九霄之石懸殘片 - [CHS] - 回滚隔离$HIDDEN
7104301 : 黑翳漸濃隱兇險 - 進入通往深處的通道
7104304 : 黑翳漸濃隱兇險 - 調查眼前的黑霧
7104305 : 黑翳漸濃隱兇險 - 閱讀「日誌本」
7104306 : 黑翳漸濃隱兇險 - [CHS] - 敲响两侧遗迹中的钟$HIDDEN
7104307 : 黑翳漸濃隱兇險 - 敲響兩側遺蹟中的鐘
7104308 : 黑翳漸濃隱兇險 - [CHS] - 隐藏播放镜头$HIDDEN
7104309 : 黑翳漸濃隱兇險 - 敲響兩側遺蹟中的鐘
7104310 : 黑翳漸濃隱兇險 - [CHS] - 隐藏播放镜头$HIDDEN
7104311 : 黑翳漸濃隱兇險 - 靠近黑霧
7104312 : 黑翳漸濃隱兇險 - [CHS] - 播放cutscene$HIDDEN
7104313 : 黑翳漸濃隱兇險 - 擊敗深淵詠者
7104314 : 黑翳漸濃隱兇險 - 拾取深淵詠者的遺留物
7104315 : 黑翳漸濃隱兇險 - [CHS] - 回滚隔离$HIDDEN
7104316 : 黑翳漸濃隱兇險 - [CHS] - 隐藏敲钟下层遗迹$HIDDEN
7104317 : 黑翳漸濃隱兇險 - [CHS] - 隐藏敲钟水没遗迹$HIDDEN
7104318 : 黑翳漸濃隱兇險 - 調查黑色霧氣附近的線索
7104319 : 黑翳漸濃隱兇險 - [CHS] - test隐藏下沉钟表现$HIDDEN
7104320 : 黑翳漸濃隱兇險 - [CHS] - test隐藏水没钟表现$HIDDEN
7104401 : 巧瞞七星解磐鍵 - [CHS] - test隐藏-跟冒险家岚姐接取层岩巨渊主线
7104402 : 巧瞞七星解磐鍵 - [CHS] - test隐藏-跟阿旭接取层岩巨渊主线
7104403 : 巧瞞七星解磐鍵 - [CHS] - test隐藏-跟门口的千岩军接取层岩巨渊主线
7104404 : 巧瞞七星解磐鍵 - [CHS] - test隐藏-直接跟阿牧接取层岩巨渊任务
7104405 : 巧瞞七星解磐鍵 - [CHS] - test隐藏-与阿牧了解层岩巨渊的情况$HIDDEN
7104406 : 巧瞞七星解磐鍵 - 尋找冒險家「志瓊」
7104407 : 巧瞞七星解磐鍵 - 前往礦工倉庫
7104408 : 巧瞞七星解磐鍵 - 擊退出現的盜寶團
7104409 : 巧瞞七星解磐鍵 - 向志瓊回報倉庫發生的事
7104410 : 巧瞞七星解磐鍵 - 尋找破壞「磐鍵」的方法
7104411 : 巧瞞七星解磐鍵 - [CHS] - test隐藏-播第一个cutscene专用$HIDDEN
7104412 : 巧瞞七星解磐鍵 - 與志瓊對話
7104413 : 巧瞞七星解磐鍵 - [CHS] - test隐藏-搞定三个楔子$HIDDEN
7104414 : 巧瞞七星解磐鍵 - 藉助「籠狀物」破壞其餘三座「磐鍵」
7104415 : 巧瞞七星解磐鍵 - [CHS] - test隐藏-楔子2的cutscene$HIDDEN
7104416 : 巧瞞七星解磐鍵 - 藉助「籠狀物」破壞其餘三座「磐鍵」
7104417 : 巧瞞七星解磐鍵 - [CHS] - test隐藏-楔子3的cutscene$HIDDEN
7104418 : 巧瞞七星解磐鍵 - 藉助「籠狀物」破壞其餘三座「磐鍵」
7104419 : 巧瞞七星解磐鍵 - [CHS] - test隐藏-楔子4的cutscene$HIDDEN
7104420 : 巧瞞七星解磐鍵 - [CHS] - test隐藏-回滚隔离$HIDDEN
7104421 : 巧瞞七星解磐鍵 - 向志瓊回報「磐鍵」已破壞之事
7104422 : 巧瞞七星解磐鍵 - 尋找最後一座「磐鍵」
7104423 : 巧瞞七星解磐鍵 - 破壞最後一座「磐鍵」
7104424 : 巧瞞七星解磐鍵 - [CHS] - test隐藏-最后的镜头表现$HIDDEN
7104425 : 巧瞞七星解磐鍵 - 取得「流明石觸媒」
7104426 : 巧瞞七星解磐鍵 - 與志瓊對話
7104427 : 巧瞞七星解磐鍵 - [CHS] - test隐藏-完成三个楔子后播reminder用任务$HIDDEN
7104428 : 巧瞞七星解磐鍵 - [CHS] - test隐藏-传送玩家到营地$HIDDEN
7104429 : 巧瞞七星解磐鍵 - 與沐寧、志瓊對話
7104430 : 巧瞞七星解磐鍵 - 與沐寧對話，瞭解層岩巨淵的情況
7104431 : 巧瞞七星解磐鍵 - [CHS] - test隐藏-完成一个楔子后播reminder用任务$HIDDEN
7104432 : 巧瞞七星解磐鍵 - [CHS] - test隐藏-完成两个楔子后播reminder用任务$HIDDEN
7104433 : 巧瞞七星解磐鍵 - 尋找最後一座「磐鍵」
7104501 : 靈石何故墮此間 - 與來到此地的志瓊對話
7104502 : 靈石何故墮此間 - 與志瓊一起前往營地
7104503 : 靈石何故墮此間 - 與志瓊交談
7104504 : 靈石何故墮此間 - 前往志瓊提到的大門處
7104505 : 靈石何故墮此間 - 前往大門內進行調查
7104507 : 靈石何故墮此間 - 前往大門內進行調查
7104509 : 靈石何故墮此間 - 淨化大晶石
7104510 : 靈石何故墮此間 - 淨化大晶石
7104511 : 靈石何故墮此間 - 淨化大晶石
7104512 : 靈石何故墮此間 - 淨化大晶石
7104513 : 靈石何故墮此間 - 淨化大晶石
7104514 : 靈石何故墮此間 - 淨化大晶石
7104515 : 靈石何故墮此間 - [CHS] - 播放表现$HIDDEN
7104516 : 靈石何故墮此間 - 擊敗層岩巨淵深處的怪物
7104517 : 靈石何故墮此間 - [CHS] - 播放cutscene$HIDDEN
7104518 : 靈石何故墮此間 - 返回勘探隊營地，與志瓊對話
7104519 : 靈石何故墮此間 - 閱讀石碑
7104520 : 靈石何故墮此間 - 向沐寧回報
7104521 : 靈石何故墮此間 - 與志瓊對話
7104522 : 靈石何故墮此間 - 打開大門
7104523 : 靈石何故墮此間 - 與派蒙對話
7104524 : 靈石何故墮此間 - [CHS] - 隐藏 天气控制$HIDDEN
7104525 : 靈石何故墮此間 - 擊打淨化後的大晶石
7104526 : 靈石何故墮此間 - [CHS] - 隐藏回滚隔离$HIDDEN
7104527 : 靈石何故墮此間 - 與派蒙對話
7104528 : 靈石何故墮此間 - 前往大門內進行調查
7104529 : 靈石何故墮此間 - [CHS] - 隐藏 cs中卸载怪物group$HIDDEN
7104601 : [CHS] - (test)(隐藏)层岩巨渊驻军控制任务$HIDDEN - [CHS] - test隐藏-璃月三阶段完成前-千岩军的对话$HIDDEN
7104602 : [CHS] - (test)(隐藏)层岩巨渊驻军控制任务$HIDDEN - [CHS] - test隐藏-璃月三阶段完成后-千岩军的对话$HIDDEN
7104603 : [CHS] - (test)(隐藏)层岩巨渊驻军控制任务$HIDDEN - [CHS] - test隐藏-第一次引导后-千岩军的对话$HIDDEN
7104701 : [CHS] - 隐藏任务拉回玩家$HIDDEN - [CHS] - 进入区域完成$HIDDEN
7104702 : [CHS] - 隐藏任务拉回玩家$HIDDEN - [CHS] - 拉回玩家$HIDDEN
7104703 : [CHS] - 隐藏任务拉回玩家$HIDDEN - [N/A] 1179725444
7104801 : 層岩巨淵尋訪記 - [CHS] - test隐藏-跟岚姐对话$HIDDEN
7104802 : 層岩巨淵尋訪記 - 找到總務司專員「沐寧」
7104901 : 層岩巨淵尋訪記 - [CHS] - test隐藏-跟阿旭对话$HIDDEN
7104902 : 層岩巨淵尋訪記 - 找到總務司專員「沐寧」
7105001 : 層岩菌類調查 - [CHS] - 与海迪夫谈论层岩蘑菇之事$HIDDEN
7105002 : 層岩菌類調查 - 收集8個發光的蘑菇
7105003 : 層岩菌類調查 - 將採摘到的發光蘑菇交給海迪夫鑒定
7105004 : 層岩菌類調查 - [CHS] - test隐藏判断玩家在地下$HIDDEN
7105101 : 水生環境調查 - [CHS] - 将钓起的奇怪物件交给海迪夫鉴定$HIDDEN
7105102 : 水生環境調查 - 將奇怪物件放至水邊
7105103 : 水生環境調查 - 擊敗出現的水岩龍蜥
7105104 : 水生環境調查 - 告訴海迪夫在水邊發生的事
7105105 : 水生環境調查 - 利用水元素反應啟動奇怪物件
7105106 : 水生環境調查 - [CHS] - 隐藏判断钓鱼是否进包$HIDDEN
7105201 : 古代生物調查 - [CHS] - 拍摄化石照片$HIDDEN
7105202 : 古代生物調查 - [CHS] - 拍摄化石照片$HIDDEN
7105203 : 古代生物調查 - [CHS] - 拍摄化石照片$HIDDEN
7105204 : 古代生物調查 - [CHS] - 拍摄化石照片$HIDDEN
7105205 : 古代生物調查 - [CHS] - 拍摄化石照片$HIDDEN
7105206 : 古代生物調查 - [CHS] - 将拍到的奇怪岩石交给海迪夫进行鉴定$HIDDEN
7105207 : 古代生物調查 - [CHS] - (废弃)拍摄更多化石的照片$HIDDEN
7105208 : 古代生物調查 - 拍攝更多的化石照片
7105209 : 古代生物調查 - 將拍攝完成的化石照片交給海迪夫
7105210 : 古代生物調查 - [CHS] - 隐藏回滚隔离$HIDDEN
7105301 : [CHS] - 隐藏任务对话海迪夫$HIDDEN - 與海迪夫對話
7105401 : 潛身敵營無人知 - [CHS] - test隐藏-预先接取的任务$HIDDEN
7105402 : 潛身敵營無人知 - 與投降的盜寶團成員對話
7105403 : 潛身敵營無人知 - 與走私營地前的千岩軍彥博會合
7105404 : 潛身敵營無人知 - [CHS] - test隐藏-选择了炊事营地$HIDDEN
7105405 : 潛身敵營無人知 - [CHS] - test隐藏-选择了炼金营地$HIDDEN
7105406 : 潛身敵營無人知 - [CHS] - test隐藏-选择了武器营地$HIDDEN
7105407 : 潛身敵營無人知 - 清理盜寶團的後勤營地
7105408 : 潛身敵營無人知 - 清理盜寶團的後勤營地
7105409 : 潛身敵營無人知 - 清理盜寶團的後勤營地
7105410 : 潛身敵營無人知 - [CHS] - test隐藏-回滚隔离$HIDDEN
7105411 : 潛身敵營無人知 - [CHS] - test隐藏-直接打大营地检测$HIDDEN
7105412 : 潛身敵營無人知 - 解決大營裡的盜寶團走私團夥
7105413 : 潛身敵營無人知 - 向彥博回報戰果
7105501 : 巨淵的饋贈 - [CHS] - 沐宁似乎为什么事而烦恼…$HIDDEN
7105502 : 巨淵的饋贈 - 尋找失蹤的礦工戚定
7105503 : 巨淵的饋贈 - 與出現在層岩巨淵的礦工戚定對話
7105504 : 巨淵的饋贈 - [CHS] - 与出现在层岩巨渊的矿工对话$HIDDEN
7105505 : 巨淵的饋贈 - 將精神恍惚的戚定交給瑾武
7105506 : 巨淵的饋贈 - 幫助戚定尋找遺失的娃娃
7105507 : 巨淵的饋贈 - 擊敗箱子邊的深淵怪物
7105508 : 巨淵的饋贈 - 調查奇怪的箱子
7105509 : 巨淵的饋贈 - 查找話語聲音的來源
7105510 : 巨淵的饋贈 - 到戚楠所說的地方尋找娃娃
7105511 : 巨淵的饋贈 - [CHS] - 隐藏与阿傻女儿对话（可选）$HIDDEN
7105512 : 巨淵的饋贈 - 找到丟失的娃娃
7105513 : 巨淵的饋贈 - 將娃娃帶回營地交給戚定
7105516 : 巨淵的饋贈 - 擊敗戚楠身邊的深淵怪物
7105517 : 巨淵的饋贈 - 與戚楠對話
7105518 : 巨淵的饋贈 - [CHS] - 隐藏回滚隔离$HIDDEN
7105519 : 巨淵的饋贈 - 向沐寧報告戚定的事
7105520 : 巨淵的饋贈 - 與派蒙對話
7105521 : 巨淵的饋贈 - [CHS] - 隐藏刷出戚定$HIDDEN
7105601 : [CHS] - 隐藏判断地脉树reminder$HIDDEN - [N/A] 3481096212
7105602 : [CHS] - 隐藏判断地脉树reminder$HIDDEN - [N/A] 2535535484
7105603 : [CHS] - 隐藏判断地脉树reminder$HIDDEN - [N/A] 2864288612
7105701 : 失蹤的礦工 - [CHS] - 阅读「工作手册」$HIDDEN
7105702 : 失蹤的礦工 - 與出現的老何對話
7105703 : 失蹤的礦工 - 與老何一起前往收集「蘑菇肉」
7105704 : 失蹤的礦工 - 擊敗蕈獸
7105705 : 失蹤的礦工 - 與老何對話黑屏特效
7105706 : 失蹤的礦工 - 與老何對話
7105707 : 失蹤的礦工 - 將老何帶回營地見瑾武
7105708 : 失蹤的礦工 - 將老何帶回營地見瑾武
7105709 : 失蹤的礦工 - 將老何帶回營地見瑾武
7105801 : 他鄉迷失客 - [CHS] - 击败雷莹术士$HIDDEN
7105802 : 他鄉迷失客 - 被擊敗的愚人眾術士似乎有話要說
7105803 : 他鄉迷失客 - 擊敗出現的蕈獸
7105804 : 他鄉迷失客 - 與愚人眾術士繼續被打斷的對話
7105805 : 他鄉迷失客 - 前往愚人眾術士藏身的營地
7105806 : 他鄉迷失客 - 與愚人眾術士對話
7105901 : 他鄉迷失客·覓跡 - 與卡塔琳娜對話
7105902 : 他鄉迷失客·覓跡 - 尋找尼古拉留下的線索
7105903 : 他鄉迷失客·覓跡 - 前往尼古拉日誌中提及的地點
7105904 : 他鄉迷失客·覓跡 - 探索日誌提及的地點
7105905 : 他鄉迷失客·覓跡 - 將找到的線索告訴卡塔琳娜
7105906 : 他鄉迷失客·覓跡 - [CHS] - 隐藏任务计时$HIDDEN
7105907 : 他鄉迷失客·覓跡 - 與派蒙對話
7105908 : 他鄉迷失客·覓跡 - 閱讀尼古拉留下的訊息
7105909 : 他鄉迷失客·覓跡 - 與卡塔琳娜對話
7106001 : [CHS] - 隐藏卡了琳娜失踪$HIDDEN - [CHS] - 隐藏计时天数$HIDDEN
7106002 : [CHS] - 隐藏卡了琳娜失踪$HIDDEN - [CHS] - 对话日志完成$HIDDEN
7106003 : [CHS] - 隐藏卡了琳娜失踪$HIDDEN - [CHS] - 隐藏计时天数$HIDDEN
7106101 : 黯淡蘑菇的求救 - 與贊瑪蘭對話
7106102 : 黯淡蘑菇的求救 - 將「觸媒」能量分給贊瑪蘭
7106103 : 黯淡蘑菇的求救 - 與贊瑪蘭對話
7106104 : 黯淡蘑菇的求救 - 清除贊瑪蘭周圍的「邪氣」
7106106 : 黯淡蘑菇的求救 - [CHS] - 帮助赞玛兰的同族$HIDDEN
7106107 : 黯淡蘑菇的求救 - 與贊瑪蘭對話
7106108 : 黯淡蘑菇的求救 - 對「邪氣」源頭使用「才慧之瑞佑」
7106109 : 黯淡蘑菇的求救 - 告知贊瑪蘭「邪氣」源頭已被清除
7106110 : 黯淡蘑菇的求救 - 告知贊瑪蘭「邪氣」已被清除
7106111 : 黯淡蘑菇的求救 - 幫助贊瑪蘭的同族
7106112 : 黯淡蘑菇的求救 - 幫助贊瑪蘭的同族
7106113 : 黯淡蘑菇的求救 - 幫助贊瑪蘭的同族
7106114 : 黯淡蘑菇的求救 - 幫助贊瑪蘭的同族
7106115 : 黯淡蘑菇的求救 - 幫助贊瑪蘭的同族
7106116 : 黯淡蘑菇的求救 - [CHS] - 靠近奇怪的大蘑菇$HIDDEN
7106120 : 黯淡蘑菇的求救 - [CHS] - 隐藏回滚隔离$HIDDEN
7106121 : 黯淡蘑菇的求救 - [CHS] - test播放特效$HIDDEN
7106122 : 黯淡蘑菇的求救 - [CHS] - test通知group$HIDDEN
7106123 : 黯淡蘑菇的求救 - 沿著水流尋找「邪氣」的源頭
7106124 : 黯淡蘑菇的求救 - [CHS] - test通知刷出黑泥$HIDDEN
7106201 : 連隊消失在深岩 - [CHS] - 与愚人众对话$HIDDEN
7106202 : 連隊消失在深岩 - 將一些食物交給愚人眾
7106203 : 連隊消失在深岩 - 與被擊敗的愚人眾對話
7106204 : 連隊消失在深岩 - 擊敗前來的愚人眾
7106205 : 連隊消失在深岩 - 與安東對話
7106206 : 連隊消失在深岩 - 前往補給站尋找線索
7106207 : 連隊消失在深岩 - 將彥博的字條帶回愚人眾連隊
7106209 : 連隊消失在深岩 - 擊敗眼前的愚人眾連隊
7106210 : 連隊消失在深岩 - 擊敗來襲的盜寶團
7106211 : 連隊消失在深岩 - 閱讀閱讀物
7106212 : 連隊消失在深岩 - [CHS] - 隐藏判断$HIDDEN
7106213 : 連隊消失在深岩 - [CHS] - 隐藏判断是否选择入战$HIDDEN
7106301 : 岩巔大俠往事 - [CHS] - test隐藏-预先接取的任务，控制reminder播放和闲置对话$HIDDEN
7106302 : 岩巔大俠往事 - [CHS] - test隐藏-大侠拦住玩家摘花$HIDDEN
7106303 : 岩巔大俠往事 - 擊敗自稱古華派弟子的唐無仇
7106304 : 岩巔大俠往事 - 與唐無仇對話
7106305 : 岩巔大俠往事 - 將鳥蛋交給唐無仇以交換玉佩
7106306 : 岩巔大俠往事 - 與唐無仇對話
7106307 : 岩巔大俠往事 - 前去尋找老臭
7106308 : 岩巔大俠往事 - 將老臭的事告知唐無仇
7106309 : 岩巔大俠往事 - [CHS] - test隐藏-选择现在就去后传送玩家$HIDDEN
7106310 : 岩巔大俠往事 - 進行一次「挖寶」挖出老臭的賠禮
7106311 : 岩巔大俠往事 - 與老臭對話
7106312 : 岩巔大俠往事 - 與唐無仇對話
7106401 : 千年千岩 - [CHS] - test隐藏-预先接取的任务$HIDDEN
7106402 : 千年千岩 - 尋找供奉在紀念石前的供物
7106403 : 千年千岩 - 尋找供奉在紀念石前的供物
7106404 : 千年千岩 - 尋找供奉在紀念石前的供物
7106405 : 千年千岩 - 尋找供奉在紀念石前的供物
7106406 : 千年千岩 - 尋找供奉在紀念石前的供物
7106407 : 千年千岩 - 尋找供奉在紀念石前的供物
7106408 : 千年千岩 - 在紀念石前獻上供物
7106409 : 千年千岩 - [CHS] - （废弃）test将枪插在石头上
7106410 : 千年千岩 - 取得「千岩軍的寶藏」
7106411 : 千年千岩 - 向阿望回報寶藏一事
7106412 : 千年千岩 - [CHS] - test隐藏-收集齐所有的供物$HIDDEN
7106413 : 千年千岩 - [CHS] - test隐藏-回滚隔离$HIDDEN
7106501 : [CHS] - （test）身后事$HIDDEN - [N/A] 3578661348
7106502 : [CHS] - （test）身后事$HIDDEN - [N/A] 1803653428
7106601 : 物歸原主又歸原主 - [CHS] - test隐藏-跟塔列辛接取任务$HIDDEN
7106602 : 物歸原主又歸原主 - 尋找塔列辛被偷走的戒指
7106603 : 物歸原主又歸原主 - 將尋得的戒指交給塔列辛
7106604 : 物歸原主又歸原主 - 與塔列辛對話
7106605 : 物歸原主又歸原主 - [CHS] - test隐藏-阅读过盗宝鼬训练手册检测$HIDDEN
7106606 : 物歸原主又歸原主 - 將尋得的戒指交給塔列辛
7106607 : 物歸原主又歸原主 - 將尋得的戒指交給塔列辛
7106701 : [CHS] - (test) 身后事 废弃$HIDDEN - [N/A] 1601845316
7106801 : [CHS] - （test）身后事  刷香$UNRELEASED$HIDDEN - [N/A] 89970372
7106901 : [CHS] - test隐藏-层岩巨渊上层主线WQ结束后的阿志彩蛋对话$UNRELEASED - [CHS] - test隐藏-层岩巨渊上层主线WQ结束后的阿志彩蛋对话$UNRELEASED
7107001 : [CHS] - test下层对话控制器$HIDDEN - [CHS] - 初到营地-阿武$HIDDEN
7107002 : [CHS] - test下层对话控制器$HIDDEN - [CHS] - 初到营地-克里托夫$HIDDEN
7107003 : [CHS] - test下层对话控制器$HIDDEN - [CHS] - 初到营地-海迪夫$HIDDEN
7107004 : [CHS] - test下层对话控制器$HIDDEN - [CHS] - 初到营地-塔列辛$HIDDEN
7107005 : [CHS] - test下层对话控制器$HIDDEN - [CHS] - 阿志离开-阿武$HIDDEN
7107006 : [CHS] - test下层对话控制器$HIDDEN - [CHS] - 阿志离开-克里托夫$HIDDEN
7107007 : [CHS] - test下层对话控制器$HIDDEN - [CHS] - 阿志离开-塔列辛$HIDDEN
7107008 : [CHS] - test下层对话控制器$HIDDEN - [CHS] - 阿志离开-海迪夫$HIDDEN
7107009 : [CHS] - test下层对话控制器$HIDDEN - [CHS] - 再度离开-阿武$HIDDEN
7107010 : [CHS] - test下层对话控制器$HIDDEN - [CHS] - 再度离开-克里托夫$HIDDEN
7107011 : [CHS] - test下层对话控制器$HIDDEN - [CHS] - 再度离开-海迪夫$HIDDEN
7107013 : [CHS] - test下层对话控制器$HIDDEN - [CHS] - 主线结束后-阿志$HIDDEN
7107014 : [CHS] - test下层对话控制器$HIDDEN - [CHS] - 主线结束后-阿武$HIDDEN
7107015 : [CHS] - test下层对话控制器$HIDDEN - [CHS] - 主线结束后-克里托夫$HIDDEN
7107016 : [CHS] - test下层对话控制器$HIDDEN - [CHS] - 主线结束后-海迪夫$HIDDEN
7107017 : [CHS] - test下层对话控制器$HIDDEN - [CHS] - ---回滚隔离---$HIDDEN
7107101 : [CHS] - test隐藏-层岩巨渊上层WQ关于若陀的内容的reminder控制任务$HIDDEN - [CHS] - test隐藏-如果接到了层岩主线，且完成了钟离线2，就把71071的全局变量设为1$HIDDEN
7107102 : [CHS] - test隐藏-层岩巨渊上层WQ关于若陀的内容的reminder控制任务$HIDDEN - [CHS] - test隐藏-如果完成了钟离线2$HIDDEN
7107103 : [CHS] - test隐藏-层岩巨渊上层WQ关于若陀的内容的reminder控制任务$HIDDEN - [CHS] - test隐藏-如果没完成钟离线2$HIDDEN
7107201 : [CHS] - 隐藏发流明石小道具$HIDDEN - [N/A] 1412896260
7107301 : [CHS] - 隐藏克里托夫计时器$HIDDEN - 是否經過一天
7107401 : 藏石者言 - [CHS] - test隐藏-跟沐宁对话$HIDDEN
7107402 : 藏石者言 - 採集三枚老石交給沐寧
7107403 : 藏石者言 - 與沐寧對話
7107404 : 藏石者言 - 採集三枚老石交給沐寧
7107405 : 藏石者言 - 與沐寧對話
7107406 : 藏石者言 - 採集三枚老石交給沐寧
7107407 : 藏石者言 - 與沐寧對話
7107408 : 藏石者言 - [CHS] - test隐藏-获得钟离线老石检测$HIDDEN
7107501 : [CHS] - test隐藏-小轻策创建任务$HIDDEN - [CHS] - test隐藏-创建小轻策$HIDDEN
7107502 : [CHS] - test隐藏-小轻策创建任务$HIDDEN - [CHS] - test隐藏-跟小轻策对话$HIDDEN
7107601 : [CHS] - test隐藏计时补给站$HIDDEN - [N/A] 900369636
7107701 : 隱藏盜礦者續 - [N/A] 3269446412
7107702 : 隱藏盜礦者續 - [N/A] 132938612
7107801 : [CHS] - test隐藏-老臭挖掘minigame$HIDDEN - [CHS] - test隐藏-控制老臭对话任务$HIDDEN
7107802 : [CHS] - test隐藏-老臭挖掘minigame$HIDDEN - [CHS] - test隐藏-老臭常驻开启minigame$HIDDEN
