// Grasscutter 3.3.54 GM Handbook
// Created 2023/01/24 10:05:08


// Commands
       account : ユーザーアカウントを変更
      announce : すべてのオンライン プレイヤーにアナウンスを送信するか、サーバーのアナウンスを管理します
         clear : 装備していないまたはロックされてないアイテムをバックの中から消去します｡ デフォルトでは星4以下でレベル1､精錬ランク1以下のアイテムを削除します｡
          coop : 他人の世界に強制的に参加させます。 誰もターゲットにされていない場合は、マルチプレイモードに移行します｡
         daily : This value does not exist. Please report this to the Discord: commands.daily.description
          enka : 🇺🇸Copy your character data from official server to private server using Enka.Network service (data taken only from Showcase)
 enter_dungeon : 秘境に入る｡
        entity : This value does not exist. Please report this to the Discord: commands.entity.description
         equip : 🇺🇸You can replace current character weapon with a weapon that cannot be used by current character due to different types of weapons.
          give : あなたまたは指定されたプレイヤーにアイテムを与えます。 また、すべての武器、アバター、および/または材料を与えることができ、指定した聖遺物を構築することもできます。
          heal : 現在のパーティーのキャラクターのみを回復します｡
          help : ヘルプ メッセージを送信するか、指定したコマンドに関する情報を表示します｡
       killall : 全てのエンティティを殺しました｡
      language : 現在の言語を表示または変更する｡
          list : オンラインのプレイヤーのリスト
    permission : ユーザーの権限を付与または削除します
      position : 位置と回転情報を取得します
         quest : クエストを追加または終了する｡
        reload : サーバー設定を再読み込み
        remote : 🇺🇸Use this to access commands from web
    resetConst : 現在アクティブなキャラクターの星座レベルをリセットします。変更を確認するには、コマンドを使用した後に再ログインする必要があります｡
resetShopLimit : 対象プレイヤーのショップ更新時間をリセットする
      sendMail : 指定したユーザーにメールを送信します。 このコマンドの使用法は、その合成状態に基づいて変化します
   sendMessage : サーバーとしてプレイヤーにメッセージを送信します。 ターゲットなしで使用すると、サーバー上のすべてのプレイヤーに送信されます。
      setConst : 現在アクティブなキャラクターの星座レベルを設定します
setFetterLevel : 現在アクティブなキャラクターの突破レベルを設定します｡
       setProp : アカウント全体のプロパティを設定します。 godmodeのようなものはこの方法で有効にすることができ、アンロックされた深淵の床やバトル パスの進行状況などを変更することもできます。
                    <prop> の値: godmode | nostamina | unlimitedenergy | abyss | worldlevel | bplevel
                    max_spring_volume の形式の他の設定可能な値についてはPlayerPropertyを参照してください｡
      setStats : 現在アクティブ状態のステータスを設定します｡
                     <stat>の値: hp | maxhp | def | atk | em | er | crate | cdmg | cdr | heal | heali | shield | defi
                    (cont.) Elemental DMG Bonus: epyro | ecryo | ehydro | egeo | edendro | eelectro | ephys
                    (cont.) Elemental RES: respyro | rescryo | reshydro | resgeo | resdendro | reselectro | resphys
         spawn : 近くにエンティティをスポーンします｡
          stop : サーバーを停止中
        talent : 現在アクティブなキャラクターの天賦レベルを設定する
          team : チームを手動で変更する.
      teleport : プレイヤーの位置を変更する
   teleportAll : あなたの世界のすべてのプレイヤーをあなたの位置にテレポートします｡
       weather : 天候 ID と気候タイプを変更します。 天気 ID は/Resources/ExcelBinOutput/WeatherExcelConfigData.json にあります。
                気候の種類:sunny, cloudy, rain, thunderstorm, snow, mist
7101810 : 孤雲の艦船 - 銀杏と会話する
7101811 : 孤雲の艦船 - 手紙を博来に渡す
7101812 : 孤雲の艦船 - 銀杏に報告する
7101813 : 孤雲の艦船 - 銭目と会話する
7101814 : 孤雲の艦船 - 芙蓉と会話する
7101815 : 孤雲の艦船 - 徐六石と会話する
7101816 : 孤雲の艦船 - 海龍と会話する
7101817 : 孤雲の艦船 - スウリンと会話する
7101818 : 孤雲の艦船 - 重佐に報告する
7101819 : 孤雲の艦船 - [CHS] - 统计任务进度$HIDDEN
7101820 : 孤雲の艦船 - [CHS] - 保护任务进度$HIDDEN
7101821 : 孤雲の艦船 - [CHS] - 与小月对话3$HIDDEN
7101822 : 孤雲の艦船 - [CHS] - 判定交付兽肉$HIDDEN
7101823 : 孤雲の艦船 - [CHS] - 判定交付禽肉$HIDDEN
7101824 : 孤雲の艦船 - [CHS] - 判定交付鱼肉$HIDDEN
7101901 : [CHS] - 望舒客栈主题玩法$HIDDEN - [CHS] - 测试任务隐藏$HIDDEN
7101902 : [CHS] - 望舒客栈主题玩法$HIDDEN - [CHS] - 派萌跳转$HIDDEN
7101903 : [CHS] - 望舒客栈主题玩法$HIDDEN - [CHS] - 寻找宝藏$HIDDEN
7102001 : 迫る仕事 - 昭と会話する
7102002 : 迫る仕事 - 伝票を江舟に渡す
7102003 : 迫る仕事 - 伝票を安に渡す
7102004 : 迫る仕事 - 昭に報告する
7102005 : 迫る仕事 - [CHS] - 为小安对话打开心情值$HIDDEN
7102006 : 迫る仕事 - [CHS] - 小安A1$HIDDEN
7102007 : 迫る仕事 - [CHS] - 小安A2$HIDDEN
7102008 : 迫る仕事 - [CHS] - 小安A3$HIDDEN
7102009 : 迫る仕事 - [CHS] - 小安B1$HIDDEN
7102010 : 迫る仕事 - [CHS] - 小安B2$HIDDEN
7102011 : 迫る仕事 - [CHS] - 小安B3$HIDDEN
7102012 : 迫る仕事 - [CHS] - 小安C1$HIDDEN
7102013 : 迫る仕事 - [CHS] - 小安C2$HIDDEN
7102014 : 迫る仕事 - [CHS] - 小安C3$HIDDEN
7102015 : 迫る仕事 - [CHS] - 小安判定心情值$HIDDEN
7102016 : 迫る仕事 - [CHS] - 为江舟对话打开心情值$HIDDEN
7102017 : 迫る仕事 - [CHS] - 江舟A1$HIDDEN
7102018 : 迫る仕事 - [CHS] - 江舟A2$HIDDEN
7102019 : 迫る仕事 - [CHS] - 江舟A3$HIDDEN
7102020 : 迫る仕事 - [CHS] - 江舟B1$HIDDEN
7102021 : 迫る仕事 - [CHS] - 江舟B2$HIDDEN
7102022 : 迫る仕事 - [CHS] - 江舟B3$HIDDEN
7102023 : 迫る仕事 - [CHS] - 江舟C1$HIDDEN
7102024 : 迫る仕事 - [CHS] - 江舟C2$HIDDEN
7102025 : 迫る仕事 - [CHS] - 江舟C3$HIDDEN
7102026 : 迫る仕事 - [CHS] - 江舟判定心情值$HIDDEN
7102027 : 迫る仕事 - [CHS] - 判定全对$HIDDEN
7102028 : 迫る仕事 - [CHS] - 判定全错$HIDDEN
7102029 : 迫る仕事 - [CHS] - 对一道(小安完成江舟失败）$HIDDEN
7102030 : 迫る仕事 - [CHS] - 小安衔接$HIDDEN
7102031 : 迫る仕事 - [CHS] - 江舟衔接$HIDDEN
7102032 : 迫る仕事 - [CHS] - 对一道(江舟完成小安失败）$HIDDEN
7102033 : 迫る仕事 - [CHS] - 回滚保护$HIDDEN
7102101 : [CHS] - 1.2沉没的遗迹$UNRELEASED$HIDDEN - [N/A] 3900666188
7102201 : 盛んだ国は廃土に戻る - [CHS] - 完成对话（隐藏）$HIDDEN
7102202 : 盛んだ国は廃土に戻る - [CHS] - 已击败古岩龙蜥对话（隐藏）$HIDDEN
7102203 : 盛んだ国は廃土に戻る - 天穹の谷に位置する遺跡空洞に行く
7102204 : 盛んだ国は廃土に戻る - 「エンシェントヴィシャップ·岩」を倒す
7102205 : 盛んだ国は廃土に戻る - 治平に報告する
7102206 : 盛んだ国は廃土に戻る - [CHS] - 记录是否击杀古岩龙蜥（隐藏）$HIDDEN
7102207 : 盛んだ国は廃土に戻る - [CHS] - (test)废弃
7102208 : 盛んだ国は廃土に戻る - [CHS] - (test)废弃
7102209 : 盛んだ国は廃土に戻る - [CHS] - (test)废弃
7102210 : 盛んだ国は廃土に戻る - [CHS] - (test)废弃
7102301 : [CHS] - 海灯节d1-3解谜test$UNRELEASED - [CHS] - 找到海灯图标记的位置test$UNRELEASED
7102302 : [CHS] - 海灯节d1-3解谜test$UNRELEASED - [CHS] - 埋藏之宝test$UNRELEASED
7102401 : [CHS] - 海灯节一阶段结束test$UNRELEASED - [CHS] - 一阶段完成对话test$UNRELEASED
7102501 : [CHS] - 海灯节D2-1解谜test$UNRELEASED - [CHS] - 找到海灯图标记的位置test$UNRELEASED
7102502 : [CHS] - 海灯节D2-1解谜test$UNRELEASED - [CHS] - 山顶的挑战test$UNRELEASED
7102601 : [CHS] - 海灯节D2-2解谜test$UNRELEASED - [CHS] - 找到海灯图标记的位置test$UNRELEASED
7102602 : [CHS] - 海灯节D2-2解谜test$UNRELEASED - [CHS] - 仙灵环绕之石test$UNRELEASED
7102701 : [CHS] - 海灯节D2-3解谜test$UNRELEASED - [CHS] - 找到海灯图标记的位置test$UNRELEASED
7102702 : [CHS] - 海灯节D2-3解谜test$UNRELEASED - [CHS] - 埋藏之宝test$UNRELEASED
7102801 : [CHS] - 海灯节二阶段结束test$UNRELEASED - [CHS] - 与小千对话test$UNRELEASED
7102901 : [CHS] - 海灯节D3-1解谜test$UNRELEASED - [CHS] - 找到海灯图标记的位置test$UNRELEASED
7102902 : [CHS] - 海灯节D3-1解谜test$UNRELEASED - [CHS] - 困兽之斗test$UNRELEASED
7103001 : [CHS] - 海灯节D3-2解谜test$UNRELEASED - [CHS] - 找到海灯图标记的位置test$UNRELEASED
7103002 : [CHS] - 海灯节D3-2解谜test$UNRELEASED - [CHS] - 孤岛陷阱test$UNRELEASED
7103101 : [CHS] - 海灯节D3-3解谜test$UNRELEASED - [CHS] - 找到海灯图标记的位置test$UNRELEASED
7103102 : [CHS] - 海灯节D3-3解谜test$UNRELEASED - [CHS] - 火把迷阵test$UNRELEASED
7103201 : [CHS] - 海灯节三阶段结束$UNRELEASED - [CHS] - 回璃月港找小千test$UNRELEASED
7103202 : [CHS] - 海灯节三阶段结束$UNRELEASED - [CHS] - 打开旁边的箱子test$UNRELEASED
7103301 : 海灯祭の詩と絵その二 - フェルメールと会話する
7103302 : 海灯祭の詩と絵その二 - 軽策荘に行く
7103303 : 海灯祭の詩と絵その二 - フェルメールと会話する
7103304 : 海灯祭の詩と絵その二 - 若心と会話する
7103305 : 海灯祭の詩と絵その二 - 清昼と会話する
7103306 : 海灯祭の詩と絵その二 - 清昼について行く
7103307 : 海灯祭の詩と絵その二 - 清昼について行く
7103308 : 海灯祭の詩と絵その二 - 清昼について行く
7103309 : 海灯祭の詩と絵その二 - 清昼と会話する
7103310 : 海灯祭の詩と絵その二 - 子供たちと会話する
7103311 : 海灯祭の詩と絵その二 - フェルメールと会話する
7103312 : 海灯祭の詩と絵その二 - 若心と会話する
7103313 : 海灯祭の詩と絵その二 - [CHS] - (test)领取任务用任务$HIDDEN
7103314 : 海灯祭の詩と絵その二 - 清昼と会話する
7103315 : 海灯祭の詩と絵その二 - 灯謎を掛ける
7103401 : [CHS] - (test)海灯节的诗与画之二结束隐藏逻辑$HIDDEN - [CHS] - (test)结尾隐藏逻辑$HIDDEN
7103501 : 死後の事·銅雀の跡 - 万民堂に行く
7103502 : 死後の事·銅雀の跡 - 卯師匠と会話する
7103503 : 死後の事·銅雀の跡 - 銅雀を祭る
7103504 : 死後の事·銅雀の跡 - 魈と会話する
7103505 : 死後の事·銅雀の跡 - 危険な目に遭った人を助けに行く
7103506 : 死後の事·銅雀の跡 - 平安と会話する
7103507 : 死後の事·銅雀の跡 - 銅雀の彫像の在り処に戻る
7103508 : 死後の事·銅雀の跡 - 平安と会話する
7103601 : 勇気の残照 - [CHS] - 隔天任务隐藏环$HIDDEN
7103602 : 勇気の残照 - [CHS] - 与志琼对话$HIDDEN
7103604 : 勇気の残照 - 測定用のビーコンを置く
7103605 : 勇気の残照 - 測定用のビーコンを置く
7103606 : 勇気の残照 - 測定用のビーコンを置く
7103607 : 勇気の残照 - 測定用のビーコンを置く
7103608 : 勇気の残照 - 測定用のビーコンを置く
7103609 : 勇気の残照 - [CHS] - 放置五个信标进度总控$HIDDEN
7103610 : 勇気の残照 - 志璇と会話する
7103611 : 勇気の残照 - 層岩巨淵の探検隊の拠点に戻る
7103701 : 巨淵初探査 - 層岩巨淵の鉱洞に入る
7103702 : 巨淵初探査 - 探検隊のメンバーと会話する
7103703 : 巨淵初探査 - 拠点の近くにある「流明晶石」を調べる
7103704 : 巨淵初探査 - 志璇、瑾武と会話する
7103705 : 巨淵初探査 - [CHS] - 寻找关于老何的线索$HIDDEN
7103706 : 巨淵初探査 - 何爺に関する手がかりを探す
7103707 : 巨淵初探査 - 何爺に関する手がかりを探す
7103708 : 巨淵初探査 - 何爺に関する手がかりを探す
7103709 : 巨淵初探査 - 何爺が残した手がかりを瑾武に報告する
7103710 : 巨淵初探査 - 探検隊の拠点に行く
7103711 : 巨淵初探査 - 瑾武と会話する
7103712 : 巨淵初探査 - 一人で冒険する志璇を探す
7103713 : 巨淵初探査 - 志璇と会話する
7103714 : 巨淵初探査 - [CHS] - 完成志琼的委托$HIDDEN
7103715 : 巨淵初探査 - 探検隊の拠点に戻る
7103716 : 巨淵初探査 - 志璇と会話する
7103719 : 巨淵初探査 - 志璇の依頼を完了する
7103720 : 巨淵初探査 - 志璇の依頼を完了する
7103721 : 巨淵初探査 - [CHS] - 隐藏回滚隔离$HIDDEN
7103722 : 巨淵初探査 - [CHS] - 隐藏回滚隔离$HIDDEN
7103723 : 巨淵初探査 - [CHS] - 隐藏控制刷出流明石$HIDDEN
7103724 : 巨淵初探査 - [CHS] - 隐藏控制激活流明石$HIDDEN
7103725 : 巨淵初探査 - 探検隊の拠点に行く
7103801 : 勇気の残照·日没当帰 - [CHS] - 隔天隐藏$HIDDEN
7103802 : 勇気の残照·日没当帰 - 焦っている瑾武と会話する
7103803 : 勇気の残照·日没当帰 - ビーコンの配置場所に行って志璇を探す
7103804 : 勇気の残照·日没当帰 - ビーコンの配置場所に行って志璇を探す
7103805 : 勇気の残照·日没当帰 - ビーコンの配置場所に行って志璇を探す
7103806 : 勇気の残照·日没当帰 - ビーコンの配置場所に行って志璇を探す
7103807 : 勇気の残照·日没当帰 - ビーコンの配置場所に行って志璇を探す
7103808 : 勇気の残照·日没当帰 - [N/A] 2862322308
7103810 : 勇気の残照·日没当帰 - 志璇の周りの魔物を倒す
7103811 : 勇気の残照·日没当帰 - 志璇と会話する
7103813 : 勇気の残照·日没当帰 - 瑾武と会話する
7103814 : 勇気の残照·日没当帰 - 瑾武が作ったスープを志璇に渡す
7103815 : 勇気の残照·日没当帰 - 目を覚ました志璇と会話する
7103816 : 勇気の残照·日没当帰 - [CHS] - 隐藏判断瑾武是否说过闲置$HIDDEN
7103817 : 勇気の残照·日没当帰 - [CHS] - 2隐藏判断瑾武是否说过闲置$HIDDEN
7103901 : 勇気の残照·微光銘記 - [CHS] - 隐藏计时时间$HIDDEN
7103902 : 勇気の残照·微光銘記 - [CHS] - 与瑾武对话$HIDDEN
7103903 : 勇気の残照·微光銘記 - 沐寧に志璇が離れることを説明する
7104001 : 深淵瘴気と初の対面 - 一つ目の変異があるところに行って調査する
7104002 : 深淵瘴気と初の対面 - 黒泥の影響を受けた魔物を倒す
7104003 : 深淵瘴気と初の対面 - 二つ目の変異があるところに行って調査する
7104005 : 深淵瘴気と初の対面 - ここで立ち止まる人の痕跡を調べる
7104008 : 深淵瘴気と初の対面 - [CHS] - 播放夜阑cutscene$HIDDEN
7104009 : 深淵瘴気と初の対面 - 「黒泥」を調べる
7104010 : 深淵瘴気と初の対面 - 一つ目の変異があるところに行って調査する
7104101 : 盗賊討伐と新たな出会い - 二つ目の占拠された拠点に行く
7104102 : 盗賊討伐と新たな出会い - 鉱夫の拠点にいる宝盗団を倒す
7104103 : 盗賊討伐と新たな出会い - 宝盗団に占拠された拠点に行く
7104104 : 盗賊討伐と新たな出会い - 鉱夫の拠点にいる宝盗団を倒す
7104107 : 盗賊討伐と新たな出会い - クレイトポンと会話する
7104108 : 盗賊討伐と新たな出会い - 宝盗団に檻に閉じ込められた人を救出する
7104109 : 盗賊討伐と新たな出会い - 坑道の奥深くにある大砲を調べる
7104110 : 盗賊討伐と新たな出会い - 砲弾が保管されている倉庫に行く
7104111 : 盗賊討伐と新たな出会い - 志璇と会話する
7104201 : 九霄の石の残片 - 起きたことを瑾武に説明する
7104202 : 九霄の石の残片 - 火薬倉庫の2つの鍵を探す
7104203 : 九霄の石の残片 - 火薬倉庫の2つの鍵を探す
7104204 : 九霄の石の残片 - 火薬倉庫の扉を開ける
7104205 : 九霄の石の残片 - 砲弾を探す
7104206 : 九霄の石の残片 - 砲弾を探検隊の拠点に持ち帰る
7104207 : 九霄の石の残片 - 「特殊な磐石のオイル」を三つ配合する
7104208 : 九霄の石の残片 - 「特殊な磐石のオイル」をクレイトポンに渡す
7104209 : 九霄の石の残片 - 砲弾を組み立てる
7104210 : 九霄の石の残片 - 尾栓の安全装置を解除する
7104211 : 九霄の石の残片 - 大砲を操作して、山を閉ざす岩を破壊する
7104212 : 九霄の石の残片 - 志璇と会話する
7104213 : 九霄の石の残片 - 進み続ける
7104215 : 九霄の石の残片 - 志璇と会話する
7104216 : 九霄の石の残片 - [CHS] - 激活机关$HIDDEN
7104217 : 九霄の石の残片 - 装置を起動する
7104218 : 九霄の石の残片 - 装置を起動する
7104219 : 九霄の石の残片 - 装置を起動する
7104220 : 九霄の石の残片 - カメラをチャージする
7104221 : 九霄の石の残片 - 現れた魔物を倒す
7104222 : 九霄の石の残片 - 志璇と会話する
7104223 : 九霄の石の残片 - 「奇妙な装置」を再び調べる
7104224 : 九霄の石の残片 - 「奇妙な装置」を再び調べる
7104225 : 九霄の石の残片 - 「奇妙な装置」を再び調べる
7104226 : 九霄の石の残片 - 「奇妙な装置」を再び調べる
7104227 : 九霄の石の残片 - カメラ内のものを再生する
7104228 : 九霄の石の残片 - 志璇と会話する
7104229 : 九霄の石の残片 - [CHS] - 寻找两把火药库房的钥匙$HIDDEN
7104230 : 九霄の石の残片 - 「信号ガイド」を読む
7104231 : 九霄の石の残片 - 志璇と共に砲弾を装填する
7104232 : 九霄の石の残片 - 志璇と会話する
7104233 : 九霄の石の残片 - 天気をコントロールする
7104234 : 九霄の石の残片 - [CHS] - 隐藏回滚隔离$HIDDEN
7104235 : 九霄の石の残片 - [CHS] - 回滚隔离$HIDDEN
7104236 : 九霄の石の残片 - [CHS] - 回滚隔离$HIDDEN
7104301 : 暗闇に増す危険 - 奥深くへの通路に入る
7104304 : 暗闇に増す危険 - 目の前の黒霧を調査する
7104305 : 暗闇に増す危険 - 「日記」を読む
7104306 : 暗闇に増す危険 - [CHS] - 敲响两侧遗迹中的钟$HIDDEN
7104307 : 暗闇に増す危険 - 両側の遺跡にある鐘を鳴らす
7104308 : 暗闇に増す危険 - [CHS] - 隐藏播放镜头$HIDDEN
7104309 : 暗闇に増す危険 - 両側の遺跡にある鐘を鳴らす
7104310 : 暗闇に増す危険 - [CHS] - 隐藏播放镜头$HIDDEN
7104311 : 暗闇に増す危険 - 黒霧に近づく
7104312 : 暗闇に増す危険 - [CHS] - 播放cutscene$HIDDEN
7104313 : 暗闇に増す危険 - アビスの詠唱者を倒す
7104314 : 暗闇に増す危険 - アビスの詠唱者が残したものを拾う
7104315 : 暗闇に増す危険 - [CHS] - 回滚隔离$HIDDEN
7104316 : 暗闇に増す危険 - [CHS] - 隐藏敲钟下层遗迹$HIDDEN
7104317 : 暗闇に増す危険 - [CHS] - 隐藏敲钟水没遗迹$HIDDEN
7104318 : 暗闇に増す危険 - 黒い霧の近くにある手がかりを調べる
7104319 : 暗闇に増す危険 - [CHS] - test隐藏下沉钟表现$HIDDEN
7104320 : 暗闇に増す危険 - [CHS] - test隐藏水没钟表现$HIDDEN
7104401 : 七星を欺き磐鍵を解く - [CHS] - test隐藏-跟冒险家岚姐接取层岩巨渊主线
7104402 : 七星を欺き磐鍵を解く - [CHS] - test隐藏-跟阿旭接取层岩巨渊主线
7104403 : 七星を欺き磐鍵を解く - [CHS] - test隐藏-跟门口的千岩军接取层岩巨渊主线
7104404 : 七星を欺き磐鍵を解く - [CHS] - test隐藏-直接跟阿牧接取层岩巨渊任务
7104405 : 七星を欺き磐鍵を解く - [CHS] - test隐藏-与阿牧了解层岩巨渊的情况$HIDDEN
7104406 : 七星を欺き磐鍵を解く - 冒険者「志璇」を探す
7104407 : 七星を欺き磐鍵を解く - 鉱夫の倉庫に行く
7104408 : 七星を欺き磐鍵を解く - 現れた宝盗団を倒す
7104409 : 七星を欺き磐鍵を解く - 倉庫で起きたことを志璇に報告する
7104410 : 七星を欺き磐鍵を解く - 「磐鍵」を破壊する方法を探す
7104411 : 七星を欺き磐鍵を解く - [CHS] - test隐藏-播第一个cutscene专用$HIDDEN
7104412 : 七星を欺き磐鍵を解く - 志璇と会話する
7104413 : 七星を欺き磐鍵を解く - [CHS] - test隐藏-搞定三个楔子$HIDDEN
7104414 : 七星を欺き磐鍵を解く - 「かご状の物」を利用して、残りの3つの「磐鍵」を破壊する
7104415 : 七星を欺き磐鍵を解く - [CHS] - test隐藏-楔子2的cutscene$HIDDEN
7104416 : 七星を欺き磐鍵を解く - 「かご状の物」を利用して、残りの3つの「磐鍵」を破壊する
7104417 : 七星を欺き磐鍵を解く - [CHS] - test隐藏-楔子3的cutscene$HIDDEN
7104418 : 七星を欺き磐鍵を解く - 「かご状の物」を利用して、残りの3つの「磐鍵」を破壊する
7104419 : 七星を欺き磐鍵を解く - [CHS] - test隐藏-楔子4的cutscene$HIDDEN
7104420 : 七星を欺き磐鍵を解く - [CHS] - test隐藏-回滚隔离$HIDDEN
7104421 : 七星を欺き磐鍵を解く - 「磐鍵」が破壊されたことを志璇に報告する
7104422 : 七星を欺き磐鍵を解く - 最後の「磐鍵」を探す
7104423 : 七星を欺き磐鍵を解く - 最後の「磐鍵」を破壊する
7104424 : 七星を欺き磐鍵を解く - [CHS] - test隐藏-最后的镜头表现$HIDDEN
7104425 : 七星を欺き磐鍵を解く - 「流明石の触媒」を手に入れる
7104426 : 七星を欺き磐鍵を解く - 志璇と会話する
7104427 : 七星を欺き磐鍵を解く - [CHS] - test隐藏-完成三个楔子后播reminder用任务$HIDDEN
7104428 : 七星を欺き磐鍵を解く - [CHS] - test隐藏-传送玩家到营地$HIDDEN
7104429 : 七星を欺き磐鍵を解く - 沐寧、志璇と会話する
7104430 : 七星を欺き磐鍵を解く - 沐寧と会話して、層岩巨淵の状況を尋ねる
7104431 : 七星を欺き磐鍵を解く - [CHS] - test隐藏-完成一个楔子后播reminder用任务$HIDDEN
7104432 : 七星を欺き磐鍵を解く - [CHS] - test隐藏-完成两个楔子后播reminder用任务$HIDDEN
7104433 : 七星を欺き磐鍵を解く - 最後の「磐鍵」を探す
7104501 : 何処より降りし霊石 - ここを訪れた志璇と会話する
7104502 : 何処より降りし霊石 - 志璇と共に拠点に行く
7104503 : 何処より降りし霊石 - 志璇と会話する
7104504 : 何処より降りし霊石 - 志璇が言っていた扉のところに行く
7104505 : 何処より降りし霊石 - 扉の中に行って調べる
7104507 : 何処より降りし霊石 - 扉の中に行って調べる
7104509 : 何処より降りし霊石 - 巨大な晶石を浄化する
7104510 : 何処より降りし霊石 - 巨大な晶鉱を浄化する
7104511 : 何処より降りし霊石 - 巨大な晶鉱を浄化する
7104512 : 何処より降りし霊石 - 巨大な晶鉱を浄化する
7104513 : 何処より降りし霊石 - 巨大な晶鉱を浄化する
7104514 : 何処より降りし霊石 - 巨大な晶鉱を浄化する
7104515 : 何処より降りし霊石 - [CHS] - 播放表现$HIDDEN
7104516 : 何処より降りし霊石 - 層岩巨淵の奥深くにある魔物を倒す
7104517 : 何処より降りし霊石 - [CHS] - 播放cutscene$HIDDEN
7104518 : 何処より降りし霊石 - 探検隊の拠点に戻って、志璇と会話する
7104519 : 何処より降りし霊石 - 石碑を読む
7104520 : 何処より降りし霊石 - 沐寧に報告する
7104521 : 何処より降りし霊石 - 志璇と会話する
7104522 : 何処より降りし霊石 - 扉を開ける
7104523 : 何処より降りし霊石 - パイモンと会話する
7104524 : 何処より降りし霊石 - [CHS] - 隐藏 天气控制$HIDDEN
7104525 : 何処より降りし霊石 - 浄化された巨大な晶石を攻撃する
7104526 : 何処より降りし霊石 - [CHS] - 隐藏回滚隔离$HIDDEN
7104527 : 何処より降りし霊石 - パイモンと会話する
7104528 : 何処より降りし霊石 - 扉の中に行って調べる
7104529 : 何処より降りし霊石 - [CHS] - 隐藏 cs中卸载怪物group$HIDDEN
7104601 : [CHS] - (test)(隐藏)层岩巨渊驻军控制任务$HIDDEN - [CHS] - test隐藏-璃月三阶段完成前-千岩军的对话$HIDDEN
7104602 : [CHS] - (test)(隐藏)层岩巨渊驻军控制任务$HIDDEN - [CHS] - test隐藏-璃月三阶段完成后-千岩军的对话$HIDDEN
7104603 : [CHS] - (test)(隐藏)层岩巨渊驻军控制任务$HIDDEN - [CHS] - test隐藏-第一次引导后-千岩军的对话$HIDDEN
7104701 : [CHS] - 隐藏任务拉回玩家$HIDDEN - [CHS] - 进入区域完成$HIDDEN
7104702 : [CHS] - 隐藏任务拉回玩家$HIDDEN - [CHS] - 拉回玩家$HIDDEN
7104801 : 層岩巨淵尋訪記 - [CHS] - test隐藏-跟岚姐对话$HIDDEN
7104802 : 層岩巨淵尋訪記 - 総務司専門員「沐寧」を探す
7104901 : 層岩巨淵尋訪記 - [CHS] - test隐藏-跟阿旭对话$HIDDEN
7104902 : 層岩巨淵尋訪記 - 総務司専門員「沐寧」を探す
7105001 : 層岩キノコ調査 - [CHS] - 与海迪夫谈论层岩蘑菇之事$HIDDEN
7105002 : 層岩キノコ調査 - 光るキノコを8本集める
7105003 : 層岩キノコ調査 - 採った光るキノコをヘディーヴに渡して、鑑定してもらう
7105004 : 層岩キノコ調査 - [CHS] - test隐藏判断玩家在地下$HIDDEN
7105101 : 水生環境調査 - [CHS] - 将钓起的奇怪物件交给海迪夫鉴定$HIDDEN
7105102 : 水生環境調査 - 奇妙な物を水辺に置く
7105103 : 水生環境調査 - 現れた水元素状態のヴィシャップ·岩を倒す
7105104 : 水生環境調査 - 水辺で起きたことをヘディーヴに教える
7105105 : 水生環境調査 - 水元素反応を利用して、奇妙な物を活性させる
7105106 : 水生環境調査 - [CHS] - 隐藏判断钓鱼是否进包$HIDDEN
7105201 : 古代生物調査 - [CHS] - 拍摄化石照片$HIDDEN
7105202 : 古代生物調査 - [CHS] - 拍摄化石照片$HIDDEN
7105203 : 古代生物調査 - [CHS] - 拍摄化石照片$HIDDEN
7105204 : 古代生物調査 - [CHS] - 拍摄化石照片$HIDDEN
7105205 : 古代生物調査 - [CHS] - 拍摄化石照片$HIDDEN
7105206 : 古代生物調査 - [CHS] - 将拍到的奇怪岩石交给海迪夫进行鉴定$HIDDEN
7105207 : 古代生物調査 - [CHS] - (废弃)拍摄更多化石的照片$HIDDEN
7105208 : 古代生物調査 - 化石の写真をもっと撮る
7105209 : 古代生物調査 - 撮った化石の写真をヘディーヴに渡す
7105210 : 古代生物調査 - [CHS] - 隐藏回滚隔离$HIDDEN
7105301 : [CHS] - 隐藏任务对话海迪夫$HIDDEN - ヘディーヴと会話する
7105401 : 敵陣潜入、知る者なし - [CHS] - test隐藏-预先接取的任务$HIDDEN
7105402 : 敵陣潜入、知る者なし - 投降した宝盗団メンバーと会話する
7105403 : 敵陣潜入、知る者なし - 密輸拠点の前にある千岩軍の彦博と合流する
7105404 : 敵陣潜入、知る者なし - [CHS] - test隐藏-选择了炊事营地$HIDDEN
7105405 : 敵陣潜入、知る者なし - [CHS] - test隐藏-选择了炼金营地$HIDDEN
7105406 : 敵陣潜入、知る者なし - [CHS] - test隐藏-选择了武器营地$HIDDEN
7105407 : 敵陣潜入、知る者なし - 宝盗団の後方勤務拠点を片付ける
7105408 : 敵陣潜入、知る者なし - 宝盗団の後方勤務拠点を片付ける
7105409 : 敵陣潜入、知る者なし - 宝盗団の後方勤務拠点を片付ける
7105410 : 敵陣潜入、知る者なし - [CHS] - test隐藏-回滚隔离$HIDDEN
7105411 : 敵陣潜入、知る者なし - [CHS] - test隐藏-直接打大营地检测$HIDDEN
7105412 : 敵陣潜入、知る者なし - 大きな拠点にいる宝盗団の密輸団体を倒す
7105413 : 敵陣潜入、知る者なし - 彦博に結果を報告する
